,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,xmin,ymin,xmax,ymax,siteID,plotID,individualID,Dead,image_name,label,image_path
37,37,37.0,33.0,327.5438842773437,142.75587463378906,355.2851257324219,165.23582458496094,SOAP,SOAP_007,,0,SOAP_007_2019,Alive,SOAP_007_2019.tif
38,38,38.0,34.0,310.3251953125,157.5830841064453,333.7617492675781,178.62814331054688,SOAP,SOAP_007,,0,SOAP_007_2019,Alive,SOAP_007_2019.tif
39,39,39.0,35.0,281.5500793457031,88.77073669433594,304.5791931152344,112.3903350830078,SOAP,SOAP_007,,1,SOAP_007_2019,Dead,SOAP_007_2019.tif
40,40,40.0,36.0,25.2562198638916,190.5814971923828,55.907962799072266,219.66134643554688,SOAP,SOAP_007,,1,SOAP_007_2019,Dead,SOAP_007_2019.tif
41,41,41.0,37.0,29.185930252075195,223.591064453125,55.12202262878418,248.7412109375,SOAP,SOAP_007,,0,SOAP_007_2019,Alive,SOAP_007_2019.tif
42,42,42.0,38.0,8.75143587589264,225.16294860839844,30.757816314697266,247.16932678222656,SOAP,SOAP_007,,0,SOAP_007_2019,Alive,SOAP_007_2019.tif
43,43,43.0,39.0,0.892013549804688,249.5271453857422,22.89839267730713,269.9616394042969,SOAP,SOAP_007,,1,SOAP_007_2019,Dead,SOAP_007_2019.tif
44,44,44.0,40.0,122.38803100585938,322.5720520019531,140.1027374267578,340.2867431640625,SOAP,SOAP_007,,0,SOAP_007_2019,Alive,SOAP_007_2019.tif
45,45,45.0,41.0,176.84432983398438,327.82086181640625,210.3054351806641,360.6258544921875,SOAP,SOAP_007,,0,SOAP_007_2019,Alive,SOAP_007_2019.tif
46,46,46.0,42.0,139.44662475585938,377.6844787597656,155.84913635253906,393.4308776855469,SOAP,SOAP_007,,0,SOAP_007_2019,Alive,SOAP_007_2019.tif
47,47,47.0,43.0,140.7588348388672,348.81610107421875,167.00283813476562,375.0600891113281,SOAP,SOAP_007,,0,SOAP_007_2019,Alive,SOAP_007_2019.tif
48,48,48.0,44.0,172.2516326904297,363.250244140625,203.0883331298828,389.4942626953125,SOAP,SOAP_007,,0,SOAP_007_2019,Alive,SOAP_007_2019.tif
49,49,49.0,45.0,248.35923767089844,375.06005859375,270.6666259765625,396.71136474609375,SOAP,SOAP_007,,1,SOAP_007_2019,Dead,SOAP_007_2019.tif
50,50,50.0,46.0,119.7636260986328,250.4010467529297,141.41493225097656,270.08404541015625,SOAP,SOAP_007,,0,SOAP_007_2019,Alive,SOAP_007_2019.tif
51,51,51.0,47.0,148.2881317138672,315.01104736328125,171.6272430419922,338.0062561035156,SOAP,SOAP_007,,0,SOAP_007_2019,Alive,SOAP_007_2019.tif
52,52,52.0,48.0,352.8666687011719,210.5,373.8666687011719,231.5,SOAP,SOAP_007,,0,SOAP_007_2019,Alive,SOAP_007_2019.tif
53,53,53.0,0.0,92.14978790283205,96.60706329345705,145.29388427734375,139.7128448486328,SRER,SRER_011,,0,SRER_011_2019,Alive,SRER_011_2019.tif
54,54,54.0,1.0,92.7402801513672,135.57940673828125,167.73250579833984,179.27565002441406,SRER,SRER_011,NEON.PLA.D14.SRER.02802,0,SRER_011_2019,Alive,SRER_011_2019.tif
55,55,55.0,2.0,269.1258239746094,269.1197204589844,334.6715087890625,334.6654052734375,SRER,SRER_011,NEON.PLA.D14.SRER.02803,0,SRER_011_2019,Alive,SRER_011_2019.tif
56,56,56.0,3.0,213.0338592529297,248.32156372070312,284.88201904296875,305.0437927246094,SRER,SRER_011,,0,SRER_011_2019,Alive,SRER_011_2019.tif
57,57,57.0,4.0,284.88201904296875,233.1956329345703,324.5875549316406,267.8592224121094,SRER,SRER_011,,0,SRER_011_2019,Alive,SRER_011_2019.tif
58,58,58.0,5.0,284.25177001953125,346.0098571777344,330.8900451660156,389.4968872070313,SRER,SRER_011,,0,SRER_011_2019,Alive,SRER_011_2019.tif
59,59,59.0,6.0,231.9412536621093,338.4468688964844,285.51226806640625,393.27838134765625,SRER,SRER_011,,0,SRER_011_2019,Alive,SRER_011_2019.tif
60,60,60.0,7.0,177.74000549316406,366.80804443359375,208.10113525390625,394.7574157714844,SRER,SRER_011,,1,SRER_011_2019,Dead,SRER_011_2019.tif
61,61,61.0,8.0,1.210569381713867,144.981689453125,40.21056938171387,182.981689453125,SRER,SRER_011,,0,SRER_011_2019,Alive,SRER_011_2019.tif
62,62,62.0,9.0,2.242268323898315,183.9817047119141,51.86666870117188,218.0133819580078,SRER,SRER_011,,0,SRER_011_2019,Alive,SRER_011_2019.tif
63,63,63.0,10.0,131.7684326171875,41.130496978759766,169.1661376953125,75.90380096435547,SRER,SRER_011,,0,SRER_011_2019,Alive,SRER_011_2019.tif
64,64,64.0,11.0,354.64453125,40.22559356689453,394.6666259765625,78.2793960571289,SRER,SRER_011,,0,SRER_011_2019,Alive,SRER_011_2019.tif
65,65,65.0,12.0,323.807861328125,67.78179931640625,380.8885498046875,119.61370086669922,SRER,SRER_011,,0,SRER_011_2019,Alive,SRER_011_2019.tif
66,66,66.0,13.0,211.6147308349609,38.25729751586914,254.9173278808593,82.21600341796875,SRER,SRER_011,,0,SRER_011_2019,Alive,SRER_011_2019.tif
67,67,67.0,14.0,269.3515319824219,82.87210083007812,296.2516174316406,112.39659881591795,SRER,SRER_011,,0,SRER_011_2019,Alive,SRER_011_2019.tif
68,68,68.0,15.0,292.3150329589844,79.59159851074219,312.6541442871094,99.27459716796876,SRER,SRER_011,,0,SRER_011_2019,Alive,SRER_011_2019.tif
69,69,69.0,16.0,261.4783630371094,42.850006103515625,324.46392822265625,84.18431091308594,SRER,SRER_011,,0,SRER_011_2019,Alive,SRER_011_2019.tif
70,70,70.0,17.0,358.8666687011719,226.9499969482422,395.8666687011719,269.95001220703125,SRER,SRER_011,,1,SRER_011_2019,Dead,SRER_011_2019.tif
71,71,71.0,0.0,174.8576202392578,20.765600204467773,230.818359375,74.33484649658203,YELL,YELL_052,NEON.PLA.D12.YELL.01226,1,YELL_052_2020,Dead,YELL_052_2020.tif
72,72,72.0,1.0,243.2540740966797,8.808175086975098,282.95269775390625,45.63703536987305,YELL,YELL_052,,1,YELL_052_2020,Dead,YELL_052_2020.tif
73,73,73.0,2.0,284.0392761230469,8.805354118347168,332.421875,57.82456588745117,YELL,YELL_052,,0,YELL_052_2020,Alive,YELL_052_2020.tif
74,74,74.0,3.0,377.6213989257813,23.44746208190918,400.5394592285156,45.72891998291016,YELL,YELL_052,,0,YELL_052_2020,Alive,YELL_052_2020.tif
75,75,75.0,4.0,354.3712463378906,63.06175994873047,373.8630676269531,83.01766967773438,YELL,YELL_052,,0,YELL_052_2020,Alive,YELL_052_2020.tif
76,76,76.0,5.0,337.19989013671875,96.9404067993164,365.9735107421875,122.0013198852539,YELL,YELL_052,NEON.PLA.D12.YELL.01395,0,YELL_052_2020,Alive,YELL_052_2020.tif
77,77,77.0,6.0,381.2885437011719,47.28266525268555,400.7803649902344,71.87948608398438,YELL,YELL_052,,0,YELL_052_2020,Alive,YELL_052_2020.tif
78,78,78.0,7.0,243.4228973388672,188.87091064453125,290.388916015625,241.45242309570312,YELL,YELL_052,,0,YELL_052_2020,Alive,YELL_052_2020.tif
79,79,79.0,8.0,177.56838989257812,132.20542907714844,225.04489135742188,181.2134246826172,YELL,YELL_052,NEON.PLA.D12.YELL.01228,0,YELL_052_2020,Alive,YELL_052_2020.tif
80,80,80.0,9.0,197.47789001464844,173.0454559326172,230.660400390625,205.2069549560547,YELL,YELL_052,NEON.PLA.D12.YELL.01230,0,YELL_052_2020,Alive,YELL_052_2020.tif
81,81,81.0,10.0,232.19189453125,121.99542999267578,253.6329040527344,142.92593383789062,YELL,YELL_052,,0,YELL_052_2020,Alive,YELL_052_2020.tif
82,82,82.0,11.0,23.4893798828125,26.12906837463379,59.50926971435547,60.96797943115234,YELL,YELL_052,,0,YELL_052_2020,Alive,YELL_052_2020.tif
83,83,83.0,12.0,0.0,10.18584442138672,25.391068816185,33.805442810058594,YELL,YELL_052,,0,YELL_052_2020,Alive,YELL_052_2020.tif
84,84,84.0,13.0,0.0,60.37749099731445,39.56282985210419,98.75933074951172,YELL,YELL_052,,0,YELL_052_2020,Alive,YELL_052_2020.tif
85,85,85.0,14.0,36.432594299316406,116.41436004638672,124.41560363769533,202.6259002685547,YELL,YELL_052,,0,YELL_052_2020,Alive,YELL_052_2020.tif
86,86,86.0,15.0,121.1494598388672,167.7613525390625,163.3269805908203,212.0063934326172,YELL,YELL_052,,0,YELL_052_2020,Alive,YELL_052_2020.tif
87,87,87.0,16.0,52.19884490966797,208.5308380126953,79.53836822509766,233.45046997070312,YELL,YELL_052,NEON.PLA.D12.YELL.01205,0,YELL_052_2020,Alive,YELL_052_2020.tif
88,88,88.0,17.0,101.7147216796875,223.5845489501953,129.83306121826172,250.0488739013672,YELL,YELL_052,NEON.PLA.D12.YELL.01203,0,YELL_052_2020,Alive,YELL_052_2020.tif
89,89,89.0,18.0,69.87482452392578,255.01092529296875,97.57966613769533,279.8212280273437,YELL,YELL_052,,0,YELL_052_2020,Alive,YELL_052_2020.tif
90,90,90.0,19.0,71.52885437011719,274.0321655273437,93.85812377929688,298.01544189453125,YELL,YELL_052,,0,YELL_052_2020,Alive,YELL_052_2020.tif
91,91,91.0,20.0,91.42465209960938,268.6163330078125,109.84630584716795,290.0524597167969,YELL,YELL_052,,0,YELL_052_2020,Alive,YELL_052_2020.tif
92,92,92.0,21.0,40.59799957275391,335.79510498046875,68.93635559082031,360.01983642578125,YELL,YELL_052,,0,YELL_052_2020,Alive,YELL_052_2020.tif
93,93,93.0,22.0,107.1369171142578,249.7410888671875,151.47317504882812,295.38134765625,YELL,YELL_052,NEON.PLA.D12.YELL.01204,0,YELL_052_2020,Alive,YELL_052_2020.tif
94,94,94.0,23.0,72.8901138305664,204.87564086914065,108.802490234375,242.1963348388672,YELL,YELL_052,,0,YELL_052_2020,Alive,YELL_052_2020.tif
95,95,95.0,24.0,77.81926727294922,242.19635009765625,100.70460510253906,261.9129333496094,YELL,YELL_052,NEON.PLA.D12.YELL.01206,0,YELL_052_2020,Alive,YELL_052_2020.tif
96,96,96.0,25.0,166.24703979492188,346.1170654296875,186.3928985595703,366.65032958984375,YELL,YELL_052,NEON.PLA.D12.YELL.01212,0,YELL_052_2020,Alive,YELL_052_2020.tif
97,97,97.0,26.0,171.67092895507812,368.2000122070313,222.42300415039065,399.5810852050781,YELL,YELL_052,,1,YELL_052_2020,Dead,YELL_052_2020.tif
98,98,98.0,27.0,139.51502990722656,351.9283752441406,155.39926147460938,367.0377502441406,YELL,YELL_052,NEON.PLA.D12.YELL.01216,1,YELL_052_2020,Dead,YELL_052_2020.tif
99,99,99.0,28.0,122.0811004638672,334.8818664550781,143.00180053710938,356.1899719238281,YELL,YELL_052,NEON.PLA.D12.YELL.01212,0,YELL_052_2020,Alive,YELL_052_2020.tif
100,100,100.0,29.0,151.23419189453125,312.7701110839844,171.2866973876953,331.69287109375,YELL,YELL_052,,1,YELL_052_2020,Dead,YELL_052_2020.tif
101,101,101.0,30.0,140.50186157226562,324.9145812988281,159.14222717285156,342.1427917480469,YELL,YELL_052,NEON.PLA.D12.YELL.01211,1,YELL_052_2020,Dead,YELL_052_2020.tif
102,102,102.0,31.0,144.4558868408203,335.6469116210937,161.4016571044922,351.1805114746094,YELL,YELL_052,NEON.PLA.D12.YELL.01214,1,YELL_052_2020,Dead,YELL_052_2020.tif
103,103,103.0,32.0,137.1127166748047,308.5336608886719,155.75306701660156,326.32672119140625,YELL,YELL_052,,0,YELL_052_2020,Alive,YELL_052_2020.tif
104,104,104.0,33.0,63.566680908203125,357.6793518066406,85.23274993896484,377.9010314941406,YELL,YELL_052,NEON.PLA.D12.YELL.01220,0,YELL_052_2020,Alive,YELL_052_2020.tif
105,105,105.0,34.0,187.7963256835937,93.45721435546876,216.494140625,120.02926635742188,YELL,YELL_052,,0,YELL_052_2020,Alive,YELL_052_2020.tif
106,106,106.0,35.0,158.03562927246094,114.71484375,189.92208862304688,149.78994750976562,YELL,YELL_052,,0,YELL_052_2020,Alive,YELL_052_2020.tif
107,107,107.0,36.0,193.6421813964844,114.18340301513672,223.40286254882807,142.88121032714844,YELL,YELL_052,,0,YELL_052_2020,Alive,YELL_052_2020.tif
108,108,108.0,37.0,224.8876495361328,163.0677032470703,260.8355255126953,200.26885986328125,YELL,YELL_052,,0,YELL_052_2020,Alive,YELL_052_2020.tif
109,109,109.0,38.0,322.3099365234375,125.60385131835938,341.68096923828125,144.2000274658203,YELL,YELL_052,NEON.PLA.D12.YELL.01396,0,YELL_052_2020,Alive,YELL_052_2020.tif
110,110,110.0,39.0,365.97357177734375,77.21855163574219,400.7803649902344,118.0585708618164,YELL,YELL_052,NEON.PLA.D12.YELL.01394,0,YELL_052_2020,Alive,YELL_052_2020.tif
111,111,111.0,40.0,377.3400268554688,127.77615356445312,399.4230041503906,151.4088134765625,YELL,YELL_052,NEON.PLA.D12.YELL.01393,0,YELL_052_2020,Alive,YELL_052_2020.tif
112,112,112.0,41.0,367.26708984375,119.25289154052734,387.8003845214844,137.8490753173828,YELL,YELL_052,NEON.PLA.D12.YELL.01392,0,YELL_052_2020,Alive,YELL_052_2020.tif
113,113,113.0,42.0,327.7262878417969,16.073827743530273,344.75457763671875,33.66971969604492,YELL,YELL_052,NEON.PLA.D12.YELL.01387,1,YELL_052_2020,Dead,YELL_052_2020.tif
114,114,114.0,43.0,341.6327209472656,3.586421251296997,378.8111572265625,42.4676628112793,YELL,YELL_052,NEON.PLA.D12.YELL.01388,0,YELL_052_2020,Alive,YELL_052_2020.tif
115,115,115.0,44.0,360.9314270019531,35.65635681152344,379.66253662109375,54.3874626159668,YELL,YELL_052,,1,YELL_052_2020,Dead,YELL_052_2020.tif
116,116,116.0,45.0,12.603157043457031,290.4696044921875,46.631160736083984,326.9242248535156,YELL,YELL_052,NEON.PLA.D12.YELL.01209,0,YELL_052_2020,Alive,YELL_052_2020.tif
117,117,117.0,46.0,6.258326530456543,306.34051513671875,25.19888496398925,325.7115478515625,YELL,YELL_052,NEON.PLA.D12.YELL.01208,0,YELL_052_2020,Alive,YELL_052_2020.tif
118,118,118.0,47.0,75.00013732910156,318.22296142578125,94.142578125,338.30682373046875,YELL,YELL_052,NEON.PLA.D12.YELL.01210,0,YELL_052_2020,Alive,YELL_052_2020.tif
119,119,119.0,48.0,24.98494338989257,257.0311584472656,46.7511100769043,279.75408935546875,YELL,YELL_052,,1,YELL_052_2020,Dead,YELL_052_2020.tif
120,120,120.0,49.0,43.394996643066406,269.4312438964844,74.08009338378906,301.0304870605469,YELL,YELL_052,NEON.PLA.D12.YELL.01207,0,YELL_052_2020,Alive,YELL_052_2020.tif
121,121,121.0,50.0,62.1339111328125,297.1976928710937,81.90397644042969,316.0263061523437,YELL,YELL_052,,0,YELL_052_2020,Alive,YELL_052_2020.tif
122,122,122.0,51.0,43.93289566040039,304.7291259765625,77.5106315612793,334.227294921875,YELL,YELL_052,,0,YELL_052_2020,Alive,YELL_052_2020.tif
123,123,123.0,0.0,215.992431640625,164.0644073486328,286.992431640625,235.0644073486328,WREF,WREF_074,,0,WREF_074_2019,Alive,WREF_074_2019.tif
124,124,124.0,1.0,247.30642700195312,236.7068786621093,283.44444274902344,265.9361572265625,WREF,WREF_074,,0,WREF_074_2019,Alive,WREF_074_2019.tif
125,125,125.0,2.0,222.8601531982422,231.92388916015625,246.7749938964844,257.4330596923828,WREF,WREF_074,,0,WREF_074_2019,Alive,WREF_074_2019.tif
126,126,126.0,3.0,158.02435302734375,203.22608947753903,219.6715087890625,260.0902709960937,WREF,WREF_074,,0,WREF_074_2019,Alive,WREF_074_2019.tif
127,127,127.0,4.0,243.4260711669922,339.25054931640625,275.3125305175781,372.1998901367188,WREF,WREF_074,,0,WREF_074_2019,Alive,WREF_074_2019.tif
128,128,128.0,5.0,175.40164184570312,332.8732604980469,239.7059936523437,398.7719421386719,WREF,WREF_074,NEON.PLA.D16.WREF.03674,0,WREF_074_2019,Alive,WREF_074_2019.tif
129,129,129.0,6.0,205.3226013183593,269.6562194824219,268.03260803222656,332.8976745605469,WREF,WREF_074,NEON.PLA.D16.WREF.03673,0,WREF_074_2019,Alive,WREF_074_2019.tif
130,130,130.0,7.0,286.8666687011719,137.75,346.8666687011719,196.75,WREF,WREF_074,,0,WREF_074_2019,Alive,WREF_074_2019.tif
131,131,131.0,8.0,279.8666687011719,332.75,339.8666687011719,391.75,WREF,WREF_074,NEON.PLA.D16.WREF.03679,0,WREF_074_2019,Alive,WREF_074_2019.tif
132,132,132.0,9.0,263.8666687011719,375.75,293.8666687011719,403.75,WREF,WREF_074,,0,WREF_074_2019,Alive,WREF_074_2019.tif
133,133,133.0,10.0,18.866668701171875,234.75,84.86666870117188,299.75,WREF,WREF_074,,0,WREF_074_2019,Alive,WREF_074_2019.tif
134,134,134.0,11.0,24.866668701171875,101.75,81.86666870117188,149.75,WREF,WREF_074,NEON.PLA.D16.WREF.03220,0,WREF_074_2019,Alive,WREF_074_2019.tif
135,135,135.0,12.0,86.14978790283203,109.51029205322266,142.24633026123047,170.3307647705078,WREF,WREF_074,NEON.PLA.D16.WREF.03228,0,WREF_074_2019,Alive,WREF_074_2019.tif
136,136,136.0,13.0,62.530181884765625,15.622386932373049,110.95036315917967,58.72815704345703,WREF,WREF_074,,0,WREF_074_2019,Alive,WREF_074_2019.tif
137,137,137.0,14.0,116.85527801513672,82.3477554321289,146.37977600097656,110.1007843017578,WREF,WREF_074,,0,WREF_074_2019,Alive,WREF_074_2019.tif
138,138,138.0,15.0,8.786377906799316,148.25120544433594,87.91203308105469,230.91981506347656,WREF,WREF_074,NEON.PLA.D16.WREF.03262,0,WREF_074_2019,Alive,WREF_074_2019.tif
139,139,139.0,16.0,249.47488403320312,87.28031921386719,300.8475036621094,145.73883056640625,WREF,WREF_074,,0,WREF_074_2019,Alive,WREF_074_2019.tif
140,140,140.0,17.0,191.6068572998047,27.050338745117188,278.9993591308594,101.45207977294922,WREF,WREF_074,,0,WREF_074_2019,Alive,WREF_074_2019.tif
141,141,141.0,18.0,163.85382080078125,150.46275329589844,214.63595581054688,195.3399810791016,WREF,WREF_074,,0,WREF_074_2019,Alive,WREF_074_2019.tif
142,142,142.0,19.0,331.12213134765625,101.03336334228516,372.4564208984375,141.7771759033203,WREF,WREF_074,,0,WREF_074_2019,Alive,WREF_074_2019.tif
143,143,143.0,20.0,354.15118408203125,124.65296936035156,401.3904113769531,186.6544189453125,WREF,WREF_074,,0,WREF_074_2019,Alive,WREF_074_2019.tif
144,144,144.0,21.0,313.9979248046875,0.0,373.6374206542969,44.87723731994629,WREF,WREF_074,,0,WREF_074_2019,Alive,WREF_074_2019.tif
145,145,145.0,22.0,301.00714111328125,98.0809097290039,332.8935852050781,134.69129180908203,WREF,WREF_074,,0,WREF_074_2019,Alive,WREF_074_2019.tif
146,146,146.0,23.0,349.9411315917969,196.28955078125,399.5422973632813,251.20510864257807,WREF,WREF_074,NEON.PLA.D16.WREF.03205,0,WREF_074_2019,Alive,WREF_074_2019.tif
147,147,147.0,24.0,331.04547119140625,239.9857940673828,372.3797912597656,281.3200988769531,WREF,WREF_074,NEON.PLA.D16.WREF.03206,0,WREF_074_2019,Alive,WREF_074_2019.tif
148,148,148.0,25.0,266.091552734375,253.56704711914065,325.7310485839844,312.02557373046875,WREF,WREF_074,NEON.PLA.D16.WREF.03669,0,WREF_074_2019,Alive,WREF_074_2019.tif
149,149,149.0,26.0,357.02703857421875,263.6054077148437,394.2279052734375,300.8062744140625,WREF,WREF_074,,0,WREF_074_2019,Alive,WREF_074_2019.tif
150,150,150.0,27.0,88.96880340576172,271.5088195800781,130.3031005859375,308.7096862792969,WREF,WREF_074,,0,WREF_074_2019,Alive,WREF_074_2019.tif
151,151,151.0,28.0,45.27254867553711,363.0347900390625,84.83537292480469,400.2356567382813,WREF,WREF_074,,0,WREF_074_2019,Alive,WREF_074_2019.tif
152,152,152.0,29.0,103.86666870117188,0.0,188.86666870117188,55.0,WREF,WREF_074,,0,WREF_074_2019,Alive,WREF_074_2019.tif
153,153,153.0,30.0,137.14056396484375,251.20509338378903,199.1420135498047,316.7494812011719,WREF,WREF_074,,0,WREF_074_2019,Alive,WREF_074_2019.tif
154,154,154.0,31.0,208.4933013916016,103.7849349975586,249.82760620117188,145.11923217773438,WREF,WREF_074,,0,WREF_074_2019,Alive,WREF_074_2019.tif
155,155,155.0,32.0,140.82472229003906,103.22354125976562,205.7786102294922,161.091552734375,WREF,WREF_074,NEON.PLA.D16.WREF.03230,0,WREF_074_2019,Alive,WREF_074_2019.tif
156,156,156.0,33.0,158.89215087890625,76.62239837646484,200.22645568847656,110.87081146240234,WREF,WREF_074,NEON.PLA.D16.WREF.03223,0,WREF_074_2019,Alive,WREF_074_2019.tif
157,157,157.0,34.0,335.7693786621094,287.2250061035156,400.1327819824219,355.7218322753906,WREF,WREF_074,NEON.PLA.D16.WREF.03658,0,WREF_074_2019,Alive,WREF_074_2019.tif
158,158,158.0,35.0,371.9226989746094,362.1298828125,400.2662353515625,394.0163269042969,WREF,WREF_074,NEON.PLA.D16.WREF.03214,0,WREF_074_2019,Alive,WREF_074_2019.tif
